U_In-5p,U_Sb-5p,a(A),Eg(eV),meff
-5.0,4.55,6.619006870190682,0.23527323712826956,0.017547948714393607
-4.99,4.55,6.618707872980071,0.2362248277144717,0.017592639912391822
